"astro-ph/0510535","Jin He","Jin He","Rational Galaxy Structure and its Disturbance","""Conclusion"" Section added; 6 Figures, totally 24 pages","Electron.J.Theor.Phys.7:361-372,2010",,,"astro-ph physics.gen-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Why is there little dust in elliptical galaxies? Firstly, the universe is
rational and the rationality is the proportional density distribution in any
independent galaxy. Proportion means that the density distribution of stars is
orderly. For example, there are four giants standing in array. Their heights
are A, B, C, D, respectively, and A, B stand in the first row from left to
right, C, D in the second row from left to right. Proportion requires that A
divided by C be equal to B divided by D. Rational structures are smooth 2- (or
3-) dimensional structures, which are either circularly (spherically) symmetric
with respect to the center point, or bilaterally symmetric. Secondly, spiral
galaxy arms are linearly shaped, which are neither circularly symmetric nor
bilaterally symmetric. Therefore, arms are not rational structures. Arm
patterns exist only in spiral galaxies and they are weak compared with the main
disk structure. Therefore, the presence of arm structure is the disturbance to
the rational structure. Because arm patterns exist only in spiral galaxies and
only spiral galaxies present dust, I come to the critical answer to the above
question: any disturbance to rational structure produces cosmic dust. From now
on we call the disturbance to rational structure the cosmic impulse. Therefore,
the universe is originated not only rationally but also impulsively.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 19:56:00 GMT""},{""version"":""v2"",""created"":""Wed, 19 Oct 2005 20:01:20 GMT""},{""version"":""v3"",""created"":""Thu, 16 Feb 2006 15:59:15 GMT""},{""version"":""v4"",""created"":""Thu, 15 May 2008 20:07:43 GMT""},{""version"":""v5"",""created"":""Thu, 7 Aug 2008 04:34:37 GMT""},{""version"":""v6"",""created"":""Fri, 29 Jan 2010 15:43:04 GMT""},{""version"":""v7"",""created"":""Tue, 30 Mar 2010 02:16:33 GMT""},{""version"":""v8"",""created"":""Wed, 18 Aug 2010 16:04:52 GMT""}]","2014-10-13"
"astro-ph/0510610","Rob Jeffries","R. D. Jeffries, P. F. L. Maxted (Keele University)","Close binary systems among very low mass stars and brown dwarfs","Proceedings of the workshop on Ultra-Low Mass Star Formation, eds. E.
  Martin, A. Magazzu. To appear in Astron. Nachr",,"10.1002/asna.200510451",,"astro-ph",,"  Using Monte Carlo simulations and published radial velocity surveys we have
constrained the frequency and separation (a) distribution of very low mass star
(VLM) and brown dwarf (BD) binary systems. We find that simple Gaussian
extensions of the observed wide binary distribution, with a peak at 4 au and
0.6< sigma_{log(a/au)}<1.0, correctly reproduce the observed number of close
binary systems, implying a close (a<2.6 au) binary frequency of 17-30 per cent
and overall frequency of 32-45 per cent. N-body models of the dynamical decay
of unstable protostellar multiple systems are excluded with high confidence
because they do not produce enough close binary VLMs/BDs. The large number of
close binaries and high overall binary frequency are also completely
inconsistent with published smoothed particle hydrodynamical modelling and
argue against a dynamical origin for VLMs/BDs.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 14:11:11 GMT""}]","2009-11-11"
"astro-ph/0510611","Slim Hamdani","S. Hamdani, L. Arnold, C. Foellmi, J. Berthier, D. Briot, P. Francois,
  P. Riaud and J. Schneider","Near-UV to near-IR disk-averaged Earth's reflectance spectra","Proceeding of an oral prensentation at the UAI No200 Colloquium",,"10.1017/S1743921306009136",,"astro-ph",,"  We report 320 to 1020nm disk-averaged Earth reflectance spectra obtained from
Moon's Earthshine observations with the EMMI spectrograph on the NTT at ESO La
Silla (Chile). The spectral signatures of Earth atmosphere and ground
vegetation are observed. A vegetation red-edge of up to 9% is observed on
Europe and Africa and ~2% upon Pacific Ocean. The spectra also show that Earth
is a blue planet when Rayleigh scattering dominates, or totally white when the
cloud cover is large.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 14:13:23 GMT""}]","2009-11-11"
"astro-ph/0510612","C\'edric Foellmi","C. Foellmi (ESO, Chile), S.V. Marchenko (U. Western Kentucky, USA),
  A.F.J. Moffat (U. de Montreal, Canada)","The Wolf-Rayet hydrogen puzzle -- an observational point of view","5 pages, 2 figures, to appear in proc. of the Tartu Workshop, PASP,
  eds. Lamers, Langer, Nugis, Annuk",,,,"astro-ph",,"  Significant amounts of hydrogen were found in very hot early-type single WN
stars in the SMC and the LMC. Recently, we found similar evidence in the
Wolf-Rayet star of a short-period LMC binary. We discuss here the relevance of
hydrogen for WR star classification, models, the relation to metallicity, and
the GRB progenitors.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 14:22:40 GMT""}]","2007-05-23"
"astro-ph/0510613","Myriam Gitti","Myriam Gitti (1), Luigina Feretti (2), Sabine Schindler (1)
  ((1)Institute of Astrophysics, University of Innsbruck, (2) IRA-INAF Bologna)","Multifrequency VLA radio observations of the X-ray cavity cluster of
  galaxies RBS797: evidence of differently oriented jets","9 pages, 4 figures, accepted for publication in Astronomy &
  Astrophysics; replaced with revised version corrected for language editing",,"10.1051/0004-6361:20053998",,"astro-ph",,"  We report on the peculiar activity of the radio source located at the center
of the cooling flow cluster RBS797 (z=0.35), the first distant cluster in which
two pronounced X-ray cavities have been discovered. New multifrequency (1.4,
4.8, and 8.4 GHz) observations obtained with the Very Large Array clearly
reveal the presence of radio emission on three different scales showing
orientation in different directions, all of which indicates that RBS797
represents a very peculiar case. The lowest resolution images show large-scale
radio emission characterized by amorphous morphology and a steep spectrum,
extended on a scale of hundreds of kpc. On a scale of tens of kpc, there is
evidence of 1.4 GHz radio emission elongated in the northeast-southwest
direction exactly towards the holes detected in X-rays. The highest resolution
image shows the details of the innermost 4.8 GHz radio jets on a kpc scale;
they are remarkably oriented in a direction that is perpendicular to that of
the extended structure detected at a lower resolution. We therefore find
evidence of a strong interaction between the central radio source and the
intra-cluster medium in RBS797. We suggest a scenario in which the 1.4 GHz
emission filling the X-ray cavities consists of buoyant bubbles of radio
emitting plasma that are created by twin jets in the past and whose expansion
has displaced the thermal gas that was formerly in the X-ray holes, whereas the
two jets visible at 4.8 GHz are related to the present nuclear activity that
has restarted at a different position angle from the original outburst that
created the outer radio lobes. The total radio luminosity is ~ 10^42 erg/s,
corresponding to a factor of a few thousand times less than the estimated
cooling luminosity.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 14:23:05 GMT""},{""version"":""v2"",""created"":""Wed, 23 Nov 2005 06:37:56 GMT""}]","2009-11-11"
"astro-ph/0510614","Marek Gierlinski","Chris Done and Marek Gierlinski","Truncated disc versus extremely broad iron line in XTE J1650-500","Accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc.367:659-668,2006","10.1111/j.1365-2966.2005.09968.x",,"astro-ph",,"  There is growing evidence from both spectral and timing properties that there
is a truncated inner accretion disc in low mass accretion rate Galactic black
hole systems. The detection of extremely smeared relativistic iron lines in
some of these systems is the only current piece of evidence which conflicts
with this geometrical interpretation of the low/hard state. Here we show that
the line width in the BeppoSAX data of a bright low/hard state of the transient
black hole XTE J1650-500 is indeed consistent with extreme relativistic
effects. However, the relativistic smearing can be significantly reduced if
there is also resonance iron K line absorption from an outflowing disc wind.
The iron line smearing is then completely compatible with a truncated disc, so
gives no information on the black hole spin.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 14:34:45 GMT""},{""version"":""v2"",""created"":""Wed, 18 Jan 2006 14:22:53 GMT""}]","2009-11-11"
"astro-ph/0510615","Matthieu Castro Mr","M. Castro, O. Richard, S. Vauclair","Lithium abundances in exoplanet host stars as test of planetary
  formation scenarii","4 pages, 5 figures, proceeding of the meeting ""Element Stratification
  in stars : 40 years of atomic diffusion"", Mons 6-11 Juin 2005",,"10.1051/eas:2005126",,"astro-ph",,"  Following the observations of Israelian et al. 2004, we compare different
evolutionary models in order to study the lithium destruction processes and the
planetary formation scenarii.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 14:42:18 GMT""}]","2009-11-11"
"astro-ph/0510616","Moshe Elitzur","Moshe Elitzur & Andres Asensio Ramos","A New Exact Method for Line Radiative Transfer","To be published in MNRAS, 13 pages, 10 figures","Mon.Not.Roy.Astron.Soc.365:779-791,2006","10.1111/j.1365-2966.2005.09770.x",,"astro-ph",,"  We present a new method, the Coupled Escape Probability (CEP), for exact
calculation of line emission from multi-level systems, solving only algebraic
equations for the level populations. The CEP formulation of the classical
two-level problem is a set of {\em linear equations}, and we uncover an exact
analytic expression for the emission from two-level optically thick sources
that holds as long as they are in the ""effectively thin"" regime. In comparative
study of a number of standard problems, the CEP method outperformed the leading
line transfer methods by substantial margins.
  The algebraic equations employed by our new method are already incorporated
in numerous codes based on the escape probability approximation. All that is
required for an exact solution with these existing codes is to augment the
expression for the escape probability with simple zone-coupling terms. As an
application, we find that standard escape probability calculations generally
produce the correct cooling emission by the CII 158 mic line but not by the
$^3$P lines of OI.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 14:56:14 GMT""}]","2009-11-13"
"astro-ph/0510617","Matthieu Castro Mr","M. Castro, S. Vauclair","Helium diffusion during the evolution of solar-type stars :
  asteroseismic tests","2 pages, 3 figures, proceeding of the meeting ""Stellar Pulsation and
  Evolution"", Monte Porzio Catone, 19-24 June 2005","Mem.Soc.Ast.It.77:441-444,2006",,,"astro-ph",,"  The element diffusion, described by Michaud (1970), is now recognized to
occur in all kinds of stars. We attempt to give evidence of signatures of
helium diffusion below the convective zone by the way of asteroseismology.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 15:21:47 GMT""}]","2010-12-09"
"astro-ph/0510618","Carlos Navia C. navia","C. E. Navia, C. R. A. Augusto and K. H. Tsui","Is there a galactic component for the ultra high energy cosmic rays?","6 pages, 3 figures",,,,"astro-ph",,"  Under the hypothesis that Gamma Ray Burst (GRB) might be responsible for the
origin of Ultra High Energy Cosmic Ray (UHECR), we propose a two component
(galactic and extra-galactic) model for the UHECR origin. The model is based on
two facts. The first is the anisotropies found in the angular distribution of
GRBs from BATSE catalog. Second is that, of all the located long-GRBs, only
approximately 15 percent of them have their spectroscopic redshift determined,
and some 38 percent of them have a X-ray, optical, or radio afterglow. So far,
in short-GRBs, no afterglow and no red shift have been detected, suggesting
that these GRB sources are inside or close to our Galaxy. This two component
model for the UHECR is further supported by the experimental evidences of an
UHECR excess around $10^{18}$ eV from the direction of the galactic central
region. The model offers in a natural way an explanation for the presence of
cosmic rays with energies beyond the Greisen-Zatsepin-Kuz'min (GZK) cutoff.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 15:23:58 GMT""}]","2007-05-23"
"astro-ph/0510619","Robin Garrod","R. T. Garrod (1 and 2), D. A. Williams (2), J. M. C. Rawlings (2) ((1)
  The Ohio State University, (2) University College London)","Molecular Clouds as Ensembles of Transient Cores","29 pages, 8 figures. Accepted for publication in ApJ","Astrophys.J.638:827-838,2006","10.1086/498888",,"astro-ph",,"  We construct models of molecular clouds that are considered as ensembles of
transient cores. Each core is assumed to develop in the background gas of the
cloud, grow to high density and decay into the background. The chemistry in
each core responds to the dynamical state of the gas and to the gas-dust
interaction. Ices are deposited on the dust grains in the core's dense phase,
and this material is returned to the gas as the core expands to low density.
The cores of the ensemble number typically one thousand and are placed randomly
in position within the cloud, and are assigned a random evolutionary phase.
  The models are used to generate molecular line contour maps of a typical dark
cloud. These maps are found to represent extremely well the characteristic
features of observed maps of the dark cloud L673, which has been observed at
both low and high resolutions. The computed maps are found to exhibit the
general morphology of the observed maps, and to generate similar sizes of
emitting regions, molecular column densities, and the separations between peaks
of emissions of various molecular species. The models give insight into the
nature of molecular clouds and the dynamical processes occurring within them,
and significantly constrain dynamical and chemical processes in the
interstellar medium.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 15:48:16 GMT""}]","2009-11-13"
"cond-mat/0510494","Adel Y. Abul-Magd","A. Y. Abul-Magd","Random matrix theory within superstatistics","20 pages, 6 figures","Phys. Rev. E 72,066114 (2005)","10.1103/PhysRevE.72.066114",,"cond-mat.stat-mech",,"  We propose a generalization of the random matrix theory following the basic
prescription of the recently suggested concept of superstatistics. Spectral
characteristics of systems with mixed regular-chaotic dynamics are expressed as
weighted averages of the corresponding quantities in the standard theory
assuming that the mean level spacing itself is a stochastic variable. We
illustrate the method by calculating the level density, the
nearest-neighbor-spacing distributions and the two-level correlation functions
for system in transition from order to chaos. The calculated spacing
distribution fits the resonance statistics of random binary networks obtained
in a recent numerical experiment.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 19:05:31 GMT""}]","2007-05-23"
"cond-mat/0510517","Radhakrishnan Nagarajan","Radhakrishnan Nagarajan","Surrogate testing of linear feedback processes with non-Gaussian
  innovations","18 Pages, 6 Figures, Appendix","Physica A, 2005","10.1016/j.physa.2005.10.041",,"cond-mat.stat-mech nlin.CD",,"  Surrogate testing is used widely to determine the nature of the process
generating the given empirical sample. In the present study, the usefulness of
phase-randomized surrogates, amplitude adjusted Fourier transform (AAFT) and
iterated amplitude adjusted Fourier transform (IAAFT) surrogates on statistical
inference of linearly correlated noise with non-Gaussian innovations and their
static, invertible nonlinear transforms from their empirical samples is
discussed. Existing surrogate testing procedures which retain the
auto-correlation function in the surrogates may not be appropriate in the
presence of non-Gaussian innovations.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 16:06:12 GMT""},{""version"":""v2"",""created"":""Thu, 16 Mar 2006 17:22:52 GMT""}]","2007-05-23"
"cond-mat/0510518","Radhakrishnan Nagarajan","Radhakrishnan Nagarajan","Reliable scaling exponent estimation of long-range correlated noise in
  the presence of random spikes","36 Pages, 20 Figures","Physica A, 2005","10.1016/j.physa.2005.10.020","Physica A, 2005","cond-mat.stat-mech",,"  Detrended fluctuation analysis (DFA) has been used widely to determine
possible long-range correlations in data obtained from diverse settings. In a
recent study [1], uncorrelated random spikes superimposed on the long-range
correlated noise (LR noise) were found to affect DFA scaling exponent
estimates. In this brief communication, singular-value decomposition (SVD)
filter is proposed to minimize the effect random spikes superimposed on LR
noise, thus facilitating reliable estimation of the scaling exponents. The
effectiveness of the proposed approach is demonstrated on random spikes sampled
from normal and uniform distributions.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 16:11:07 GMT""}]","2007-05-23"
"cond-mat/0510519","William Shively","D. V. Khveshchenko, W. F. Shively","Excitonic pairing between nodal fermions","9 pages, 7 figures, minor revisions made, final version","Phys. Rev. B 73, 115104 (2006)","10.1103/PhysRevB.73.115104",,"cond-mat.str-el",,"  We study excitonic pairing in nodal fermion systems characterized by a
vanishing quasiparticle density of states at the pointlike Fermi surface and a
concomitant lack of screening for long-range interactions. By solving the gap
equation for the excitonic order parameter, we obtain a critical value of the
interaction strength for a variety of power-law interactions and densities of
states. We compute the free energy and analyze possible phase transitions, thus
shedding further light on the unusual pairing properties of this peculiar class
of strongly correlated systems.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 16:18:01 GMT""},{""version"":""v2"",""created"":""Wed, 9 Nov 2005 05:26:42 GMT""},{""version"":""v3"",""created"":""Fri, 21 Apr 2006 02:22:57 GMT""}]","2009-11-11"
"cond-mat/0510520","Belita Koiller","Belita Koiller, Xuedong Hu and S. Das Sarma","Electric field driven donor-based charge qubits in semiconductors",,"Pys. Rev. B 73, 045319 (2006)","10.1103/PhysRevB.73.045319",,"cond-mat.mtrl-sci cond-mat.mes-hall quant-ph",,"  We investigate theoretically donor-based charge qubit operation driven by
external electric fields. The basic physics of the problem is presented by
considering a single electron bound to a shallow-donor pair in GaAs: This
system is closely related to the homopolar molecular ion H_2^+. In the case of
Si, heteropolar configurations such as PSb^+ pairs are also considered. For
both homopolar and heteropolar pairs, the multivalley conduction band structure
of Si leads to short-period oscillations of the tunnel-coupling strength as a
function of the inter-donor relative position. However, for any fixed donor
configuration, the response of the bound electron to a uniform electric field
in Si is qualitatively very similar to the GaAs case, with no valley quantum
interference-related effects, leading to the conclusion that electric field
driven coherent manipulation of donor-based charge qubits is feasible in
semiconductors.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 16:43:37 GMT""}]","2007-05-23"
"cond-mat/0510521","Christopher Calderon","Christopher P. Calderon","Fitting Effective Diffusion Models to Data Associated with a ""Glassy
  Potential"": Estimation, Classical Inference Procedures and Some Heuristics","30 pages 10 figures Submitted to SIAM MMS (typos removed and slightly
  shortened)",,"10.1137/050643647",,"cond-mat.stat-mech",,"  A variety of researchers have successfully obtained the parameters of low
dimensional diffusion models using the data that comes out of atomistic
simulations. This naturally raises a variety of questions about efficient
estimation, goodness-of-fit tests, and confidence interval estimation. The
first part of this article uses maximum likelihood estimation to obtain the
parameters of a diffusion model from a scalar time series. I address numerical
issues associated with attempting to realize asymptotic statistics results with
moderate sample sizes in the presence of exact and approximated transition
densities. Approximate transition densities are used because the analytic
solution of a transition density associated with a parametric diffusion model
is often unknown.I am primarily interested in how well the deterministic
transition density expansions of Ait-Sahalia capture the curvature of the
transition density in (idealized) situations that occur when one carries out
simulations in the presence of a ""glassy"" interaction potential. Accurate
approximation of the curvature of the transition density is desirable because
it can be used to quantify the goodness-of-fit of the model and to calculate
asymptotic confidence intervals of the estimated parameters. The second part of
this paper contributes a heuristic estimation technique for approximating a
nonlinear diffusion model. A ""global"" nonlinear model is obtained by taking a
batch of time series and applying simple local models to portions of the data.
I demonstrate the technique on a diffusion model with a known transition
density and on data generated by the Stochastic Simulation Algorithm.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 16:55:22 GMT""},{""version"":""v2"",""created"":""Thu, 27 Oct 2005 16:25:45 GMT""}]","2015-11-06"
"cond-mat/0510522","Eric R. Bittner","Eric R. Bittner and John Glen S. Ramon","Exciton and charge-transfer dynamics in polymer semiconductors","Proceedings of the 2005 Paris Workshop on quantum dynamics",,,,"cond-mat.mtrl-sci",,"  Organic semiconducting polymers are currently of broad interest as potential
low-cost materials for photovoltaic and light-emitting display applications. I
will give an overview of our work in developing a consistent quantum dynamical
picture of the excited state dynamics underlying the photo-physics. We will
also focus upon the quantum relaxation and reogranization dynamics that occur
upon photoexcitation of a couple of type II donor-acceptor polymer
heterojunction systems. Our results stress the significance of vibrational
relaxation in the state-to- state relaxation and the impact of curve crossing
between charge- transfer and excitonic states. Furthermore, while a tightly
bound charge-transfer state (exciplex) remain the lowest excited state, we show
that the regeneration of the optically active lowest excitonic state in
TFB:F8BT is possible via the existence of a steady-state involving the bulk
charge-transfer state. Finally, we will discuss ramifications of these results
to recent experimental studied and the fabrication of efficient polymer LED and
photovoltaics.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 16:38:17 GMT""}]","2007-05-23"
"cond-mat/0510523","Lina Uri","Lina Uri, Dag Kristian Dysthe, Jens Feder","Compaction dynamics in ductile granular media","11 pages, 14 figures",,"10.1103/PhysRevE.74.031301",,"cond-mat.soft",,"  Ductile compaction is common in many natural systems, but the temporal
evolution of such systems is rarely studied. We observe surprising oscillations
in the weight measured at the bottom of a self-compacting ensemble of ductile
grains. The oscillations develop during the first ten hours of the experiment,
and usually persist through the length of an experiment (one week). The weight
oscillations are connected to the grain--wall contacts, and are directly
correlated with the observed strain evolution and the dynamics of grain--wall
contacts during the compaction. Here, we present the experimental results and
characteristic time constants of the system, and discuss possible reasons for
the measured weight oscillations.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 16:54:13 GMT""}]","2013-05-29"
"cond-mat/0510524","Martin Depken","Martin Depken, Martin van Hecke, Wim van Saarloos","Continuum approach to wide shear zones in quasi-static granular matter","11 pages, 7 figures",,"10.1103/PhysRevE.73.031302",,"cond-mat.soft",,"  Slow and dense granular flows often exhibit narrow shear bands, making them
ill-suited for a continuum description. However, smooth granular flows have
been shown to occur in specific geometries such as linear shear in the absence
of gravity, slow inclined plane flows and, recently, flows in split-bottom
Couette geometries. The wide shear regions in these systems should be amenable
to a continuum description, and the theoretical challenge lies in finding
constitutive relations between the internal stresses and the flow field. We
propose a set of testable constitutive assumptions, including
rate-independence, and investigate the additional restrictions on the
constitutive relations imposed by the flow geometries. The wide shear layers in
the highly symmetric linear shear and inclined plane flows are consistent with
the simple constitutive assumption that, in analogy with solid friction, the
effective-friction coefficient (ratio between shear and normal stresses) is a
constant. However, this standard picture of granular flows is shown to be
inconsistent with flows in the less symmetric split-bottom geometry - here the
effective friction coefficient must vary throughout the shear zone, or else the
shear zone localizes. We suggest that a subtle dependence of the
effective-friction coefficient on the orientation of the sliding layers with
respect to the bulk force is crucial for the understanding of slow granular
flows.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 17:10:35 GMT""}]","2009-11-11"
"cond-mat/0510525","Qingshan Yuan","Qingshan Yuan, Feng Yuan, C. S. Ting","Nonmonotonic gap in the coexisting antiferromagnetic and superconducting
  state for electron-doped cuprate superconductors","5 pages, 4 figures","Phys. Rev. B 73, 054501 (2006)","10.1103/PhysRevB.73.054501",,"cond-mat.supr-con cond-mat.str-el",,"  We argue that the experimentally observed nonmonotonic gap in electron-doped
cuprates at optimal doping is the lowest quasiparticle excitation energy in the
coexisting antiferromagnetic (AF) and superconducting (SC) state. The idea is
implemented by studying the coexistence of AF and SC orders with the t-t'-t''-J
model. Although the pairing gap itself is assumed to be the simplest $d$ wave
which is monotonic, we have found that the quasiparticle excitation gap in the
coexisting state is nonmonotonic, with the maxima around the hot spots where
the Fermi surface is missing due to the AF gap. Within the same framework of
the coexisting state the spectral function is also calculated at optimal
doping. The obtained results are all consistent with experiments.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 17:19:41 GMT""}]","2009-11-11"
"cond-mat/0510526","Sadhan Adhikari K","Sadhan K. Adhikari","Simulation of a stationary dark soliton in a trapped zero-temperature
  Bose-Einstein condensate","7 pages, 15 ps figures, Final version accepted in J Low Temp Phys","J. Low Temp. Phys. 143 (2006) 267-281","10.1007/s10909-006-9218-4",,"cond-mat.other nlin.PS",,"  We discuss a computational mechanism for the generation of a stationary dark
soliton, or black soliton, in a trapped Bose-Einstein condensate using the
Gross-Pitaevskii (GP) equation for both attractive and repulsive interaction.
It is demonstrated that the black soliton with a ""notch"" in the probability
density with a zero at the minimum is a stationary eigenstate of the GP
equation and can be efficiently generated numerically as a nonlinear
continuation of the first vibrational excitation of the GP equation in both
attractive and repulsive cases in one and three dimensions for pure harmonic as
well as harmonic plus optical-lattice traps. We also demonstrate the stability
of this scheme under different perturbing forces.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 17:36:56 GMT""},{""version"":""v2"",""created"":""Fri, 21 Oct 2005 17:45:30 GMT""},{""version"":""v3"",""created"":""Sat, 22 Oct 2005 13:43:06 GMT""},{""version"":""v4"",""created"":""Tue, 25 Oct 2005 14:09:17 GMT""},{""version"":""v5"",""created"":""Mon, 31 Oct 2005 17:39:21 GMT""},{""version"":""v6"",""created"":""Thu, 25 May 2006 17:42:17 GMT""}]","2009-11-11"
"cond-mat/0510527","David Parker","D. Parker, K. Maki, H. Won","Upper critical field H_c2 in PrOs4Sb12","6 pages, 3 figures",,,,"cond-mat.supr-con cond-mat.str-el",,"  We study the upper critical field of the A and B phases in the triplet
superconductor PrOs_{4}Sb_{12} within the p+h-wave superconductivity proposed
recently for this material. The present result is compared with H_{c2}(t) and
H*(t), the boundary between the A and B phase in PrOs_{4}Sb_{12}, reported
earlier and with more recent data of H$_{c2}(t)$ for the single phase crystal.
We find H_{c2}(t)'s for both the two phase crystal and the single phase crystal
are described by the model for the A phase. From this fitting one can deduce
the Fermi velocity as v=2.5 x 10^6 cm/s. On the other hand H_{c2}(t) for the B
phase is found to be somewhat smaller than H*(t), which is rather puzzling.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 18:11:55 GMT""}]","2007-05-23"
"cond-mat/0510528","Yair Kurzweil","Yair Kurzweil and Roi Baer","Quantum memory effects on the dynamics of electrons in small gold
  clusters",,,"10.1103/PhysRevB.73.075413",,"cond-mat.str-el",,"  Electron dynamics in metallic clusters are examined using a time-dependent
density functional theory that includes a 'memory term', i.e. attempts to
describe temporal non-local correlations. Using the Iwamoto, Gross and Kohn
exchange-correlation (XC) kernel we construct a translationally invariant
memory action from which an XC potential is derived that is translationally
covariant and exerts zero net force on the electrons. An efficient and stable
numerical method to solve the resulting Kohn-Sham equations is presented. Using
this framework, we study memory effects on electron dynamics in spherical
Jellium 'gold clusters'. We find memory significantly broadens the surface
plasmon absorption line, yet considerably less than measured in real gold
clusters, attributed to the inadequacy of the Jellium model. Two-dimensional
pump-probe spectroscopy is used to study the temporal decay profile of the
plasmon, finding a fast decay followed by slower tail. Finally, we examine
memory effects on high harmonic generation, finding memory narrows emission
lines.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 2005 21:11:32 GMT""}]","2009-11-11"
"cond-mat/0510529","Chi-Ho Cheng","Chi-Ho Cheng","Low-energy Effective Theory for Spin Dynamics of Fluctuating Stripes","4 pages, 2 figures","Physical Review B 72, 184516 (2005)","10.1103/PhysRevB.72.184516",,"cond-mat.supr-con cond-mat.str-el",,"  We derive an effective Hamiltonian for spin dynamics of fluctuating smectic
stripes from the t-J model in the weak coupling limit t >> J. Besides the
modulation of spin magnitude, the high energy hopping term would induce a
low-energy anti-ferromagnetic interaction between two neighboring ``blocks of
spins"". Based on the effective Hamiltonian, we applied the linear spin-wave
theory and found that the spin-wave velocity is almost isotropic for
La_{2-x}Sr_x CuO_4 unless the structural effect is considered. The intensity of
the second harmonic mode is found to be about 10% to that of the fundamental
mode.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 02:19:31 GMT""}]","2007-05-23"
"cond-mat/0510530","Felix Izrailev M","F.M.Izrailev, N.M.Makarov, M.Rendon","Manifestation of the Roughness-Square-Gradient Scattering in
  Surface-Corrugated Waveguides","13 pages, 3 figures","Phys. Rev. B 73 (2006) 155421","10.1103/PhysRevB.73.155421",,"cond-mat.dis-nn cond-mat.other",,"  We study a new mechanism of wave/electron scattering in multi-mode
surface-corrugated waveguides/wires. This mechanism is due to specific
square-gradient terms in an effective Hamiltonian describing the surface
scattering, that were neglected in all previous studies. With a careful
analysis of the role of roughness slopes in a surface profile, we show that
these terms strongly contribute to the expression for the inverse attenuation
length (mean free path), provided the correlation length of corrugations is
relatively small. The analytical results are illustrated by numerical data.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 02:43:43 GMT""}]","2009-11-11"
"cond-mat/0510531","Shoji Ikeda","Shoji Ikeda, Jun Hayakawa, Young Min Lee, Ryutaro Sasaki, Toshiyasu
  Meguro, Fumihiro Matsukura and Hideo Ohno","Dependence of tunnel magnetoresistance in MgO based magnetic tunnel
  junctions on Ar pressure during MgO sputtering","14 pages, 5 figures","Japanese Journal of Applied Physics, 44 (2005) pp. L 1442--L 1445","10.1143/JJAP.44.L1442",,"cond-mat.mtrl-sci",,"  We investigated dependence of tunnel magnetoresistance effect in
CoFeB/MgO/CoFeB magnetic tunnel junctions on Ar pressure during MgO-barrier
sputtering. Sputter deposition of MgO-barrier at high Ar pressure of 10 mTorr
resulted in smooth surface and highly (001) oriented MgO. Using this MgO as a
tunnel barrier, tunnel magnetoresistance (TMR) ratio as high as 355% at room
temperature (578% at 5K) was realized after annealing at 325 C or higher, which
appears to be related to a highly (001) oriented CoFeB texture promoted by the
smooth and highly oriented MgO. Electron-beam lithography defined
deep-submicron MTJs having a low-resistivity Au underlayer with the
high-pressure deposited MgO showed high TMR ratio at low resistance-area
product (RA) below 10 ohm-um^2 as 27% at RA = 0.8 ohm-um^2, 77% at RA = 1.1
ohm-um^2, 130% at RA = 1.7 ohm-um^2, and 165% at RA = 2.9 ohm-um^2.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 2005 05:45:43 GMT""}]","2009-11-11"
