"astro-ph/0503486","Nikhil Padmanabhan","Nikhil Padmanabhan, Douglas P. Finkbeiner (Princeton)","Detecting Dark Matter Annihilation with CMB Polarization : Signatures
  and Experimental Prospects","13 pages, 8 figures, submitted to PRD","Phys.Rev.D72:023508,2005","10.1103/PhysRevD.72.023508",,"astro-ph hep-th",,"  Dark matter (DM) annihilation during hydrogen recombination (z ~ 1000) will
alter the recombination history of the Universe, and affect the observed CMB
temperature and polarization fluctuations. Unlike other astrophysical probes of
DM, this is free of the significant uncertainties in modelling galactic
physics, and provides a method to detect and constrain the cosmological
abundances of these particles. We parametrize the effect of DM annihilation as
an injection of ionizing energy at a rate e_{dm}, and argue that this simple
""on the spot'' modification is a good approximation to the complicated
interaction of the annihilation products with the photon-electron plasma.
Generic models of DM do not change the redshift of recombination, but change
the residual ionization after recombination. This broadens the surface of last
scattering, suppressing the temperature fluctuations and enhancing the
polarization fluctuations. We use the temperature and polarization angular
power spectra to measure these deviations from the standard recombination
history, and therefore, indirectly probe DM annihilation. (abridged)
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 20:26:19 GMT""}]","2008-11-26"
"astro-ph/0503543","Oriana Mansutti Dr.","M. Frailis, A. De Angelis, V. Roberto","Data Mining in Gamma Astrophysics Experiments","5 pages, 2 figures, to be published in the Proceedings of the 6th
  International Symposium ''Frontiers of Fundamental and Computational
  Physics'' (FFP6), Udine (Italy), Sep. 26-29, 2004",,"10.1007/1-4020-4339-2_46",,"astro-ph",,"  Data mining techniques, including clustering and classification tasks, for
the automatic information extraction from large datasets are increasingly
demanded in several scientific fields. In particular, in the astrophysical
field, large archives and digital sky surveys with dimensions of 10E12 bytes
currently exist, while in the near future they will reach sizes of the order of
10E15. In this work we propose a multidimensional indexing method to
efficiently query and mine large astrophysical datasets. A novelty detection
algorithm, based on the Support Vector Clustering and using density and
neighborhood information stored in the index structure, is proposed to find
regions of interest in data characterized by isotropic noise. We show an
application of this method for the detection of point sources from a gamma-ray
photon list.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 15:23:27 GMT""}]","2015-06-24"
"astro-ph/0503544","Michel Buenerd","R. Duperray, B. Baret, D. Maurin, G. Boudoul, A. Barrau, L. Derome, K.
  Protasov, and M. Buenerd","Flux of light antimatter nuclei near earth, induced by Cosmic Rays in
  the Galaxy and in the atmosphere","22 pages, 18 figures, 3 tables. Accepted for publication in Phys.
  Rev. D","Phys.Rev. D71 (2005) 083013","10.1103/PhysRevD.71.083013",,"astro-ph",,"  The fluxes of light antinuclei A<=4 induced near earth by Cosmic Ray intera
ctions with the interstellar matter in the Galaxy and with the Earth
atmosphere, are calculated in a phenomenological framework. The hadronic
production cross section for antinucleons is based on a recent parametrization
of a wide set of accelerator data. The production of light nuclei is calculated
using coalescence models. For the standard coalescence model, the coalescence
radius is fitted to the available experimental data. The non annihilating
inelastic scattering process for the antideuterons is discussed and taken into
account for the first time via a more realistic procedure than used so far for
antiprotons.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 15:23:32 GMT""}]","2009-11-10"
"astro-ph/0503545","Oriana Mansutti Dr.","F. Longo, P. Azzi, D. Bastieri, G. Busetto, Y. Lei, R. Rando, O.
  Tibolla, L. Baldini, M. Kuss, L. Latronico, N. Omodei, M. Razzano, G.
  Spandre, P. Boinee, A. De Angelis, M. Frailis, M. Brigida, F. Gargano, N.
  Giglietto, F. Loparco, M.N. Mazziotta, C. Cecchi, P. Lubrano, F. Marcucci, M.
  Pepe, G. Tosti, A. Lionetto, A. Morselli, C. Pittori","Simulating the High Energy Gamma-ray sky seen by the GLAST Large Area
  Telescope","6 pages, 4 figures, to be published in the Proceedings of the 6th
  International Symposium ''Frontiers of Fundamental and Computational
  Physics'' (FFP6), Udine (Italy), Sep. 26-29, 2004",,"10.1007/1-4020-4339-2_43",,"astro-ph",,"  This paper presents the simulation of the GLAST high energy gamma-ray
telescope. The simulation package, written in C++, is based on the Geant4
toolkit, and it is integrated into a general framework used to process events.
A detailed simulation of the electronic signals inside Silicon detectors has
been provided and it is used for the particle tracking, which is handled by a
dedicated software. A unique repository for the geometrical description of the
detector has been realized using the XML language and a C++ library to access
this information has been designed and implemented. A new event display based
on the HepRep protocol was implemented. The full simulation was used to
simulate a full week of GLAST high energy gamma-ray observations. This paper
outlines the contribution developed by the Italian GLAST software group.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 15:42:54 GMT""}]","2015-06-24"
"astro-ph/0503546","Alessandra Telleschi","A. Telleschi, M. Guedel, K. Briggs, M. Audard, J.-U. Ness, S. L.
  Skinner","Coronal Evolution of the Sun in Time: High-Resolution X-Ray Spectroscopy
  of Solar Analogs with Different Ages","35 pages, 14 figures, 10 tables",,"10.1086/428109",,"astro-ph",,"  (abridged) We investigate the long-term evolution of X-ray coronae of solar
analogs based on high-resolution X-ray spectroscopy and photometry with
XMM-Newton. Six nearby main-sequence G stars with ages between ~0.1 Gyr and
\~1.6 Gyr and rotation periods between ~1d and 12.4d have been observed. We
derive coronal element abundances and the coronal emission measure distribution
(EMD). The abundances change from an inverse-First Ionization Potential (FIP)
distribution in stars with ages around 0.1 Gyr to a solar-type FIP distribution
in stars at ages of 0.3 Gyr and beyond. The coronal EMDs show shapes
characterized by power-laws on each side of the EMD peak. The latter shifts
from temperatures of about 10 MK in the most rapidly rotating, young stars to
temperatures around 4 MK in the oldest target considered here. The power-law
index on the cooler side of the EMD exceeds expected slopes for static loops,
with typical values being 1.5-3. We interpret this slope with a model in which
the coronal emission is due to a superposition of stochastically occurring
flares, with an occurrence rate that is distributed in radiated energy E as a
power-law, dN/dE ~ E^-a. Our EMDs indicate a ~ 2.2-2.8, in excellent agreement
with values previously derived from light curves of magnetically active stars.
We derive the range of flare energies required to explain the light-curve
modulation. In an overall scenario, we propose that flaring activity plays a
larger role in more active stars. In this model, the higher flare rate is
responsible both for the higher average coronal temperature and the high
coronal X-ray luminosity, two parameters that are indeed found to be
correlated.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 15:43:17 GMT""}]","2009-11-10"
"cond-mat/0503565","Alexey Kuzmenko","A.B.Kuzmenko","Kramers-Kronig constrained variational analysis of optical spectra","10 pages, 7 figures","Rev. Sci. Instrum. 76, 083108 (2005)","10.1063/1.1979470",,"cond-mat.other cond-mat.mtrl-sci",,"  A universal method of extraction of the complex dielectric function
$\epsilon(\omega)=\epsilon_{1}(\omega)+i\epsilon_{2}(\omega)$ from
experimentally accessible optical quantities is developed. The central idea is
that $\epsilon_{2}(\omega)$ is parameterized independently at each node of a
properly chosen anchor frequency mesh, while $\epsilon_{1}(\omega)$ is
dynamically coupled to $\epsilon_{2}(\omega)$ by the Kramers-Kronig (KK)
transformation. This approach can be regarded as a limiting case of the
multi-oscillator fitting of spectra, when the number of oscillators is of the
order of the number of experimental points. In the case of the normal-incidence
reflectivity from a semi-infinite isotropic sample the new method gives
essentially the same result as the conventional KK transformation of
reflectivity. In contrast to the conventional approaches, the proposed
technique is applicable, without readaptation, to virtually all types of
linear-response optical measurements, or arbitrary combinations of
measurements, such as reflectivity, transmission, ellipsometry {\it etc.}, done
on different types of samples, including thin films and anisotropic crystals.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 19:33:18 GMT""}]","2009-11-11"
"cond-mat/0503581","Uwe R. Fischer","Ralf Sch\""utzhold, Michael Uhlmann, Yan Xu, Uwe R. Fischer","Quantum backreaction in dilute Bose-Einstein condensates","8 pages of RevTex4; extended discussion with additional sections, to
  be published in Physical Review D","Phys.Rev.D72:105005,2005","10.1103/PhysRevD.72.105005",,"cond-mat.other gr-qc hep-th quant-ph",,"  For many physical systems which can be approximated by a classical background
field plus small (linearized) quantum fluctuations, a fundamental question
concerns the correct description of the backreaction of the quantum
fluctuations onto the dynamics of the classical background. We investigate this
problem for the example of dilute atomic/molecular Bose-Einstein condensates,
for which the microscopic dynamical behavior is under control. It turns out
that the effective-action technique does not yield the correct result in
general and that the knowledge of the pseudo-energy-momentum tensor ${<\hat
T_{\mu\nu}>}$ is not sufficient to describe quantum backreaction.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:16:16 GMT""},{""version"":""v2"",""created"":""Thu, 3 Nov 2005 15:48:56 GMT""}]","2008-11-26"
"cond-mat/0503582","Oliver Kurz","Thomas Kissinger, Andreas Kotowicz, Oliver Kurz, Francesco Ginelli,
  Haye Hinrichsen","Nonequilibrium wetting of finite samples","17 pages, 8 figures, revision","JSTAT 0605 (2005) P06002","10.1088/1742-5468/2005/06/P06002",,"cond-mat.stat-mech",,"  As a canonical model for wetting far from thermal equilibrium we study a
Kardar-Parisi-Zhang interface growing on top of a hard-core substrate.
Depending on the average growth velocity the model exhibits a non-equilibrium
wetting transition which is characterized by an additional surface critical
exponent theta. Simulating the single-step model in one spatial dimension we
provide accurate numerical estimates for theta and investigate the distribution
of contact points between the substrate and the interface as a function of
time. Moreover, we study the influence of finite-size effects, in particular
the time needed until a finite substrate is completely covered by the wetting
layer for the first time.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 16:15:54 GMT""},{""version"":""v2"",""created"":""Wed, 15 Mar 2006 16:52:25 GMT""}]","2007-05-23"
"cond-mat/0503583","Nikolay Nikolaev Dr.","K. Cho, K. Okumoto, N.I. Nikolaev and A.L. Ivanov","Bragg diffraction of microcavity polaritons by a surface acoustic wave","5 pages, 3 figures","Phys. Rev. Lett. 94, 226406 (2005)","10.1103/PhysRevLett.94.226406",,"cond-mat.mtrl-sci cond-mat.other",,"  Bragg scattering of polaritons by a coherent acoustic wave is mediated and
strongly enhanced by the relevant exciton states resonant with the acoustic and
optic fields simultaneously. In this case, in sharp contrast with conventional
acousto-optics, the resonantly enhanced Bragg spectra reveal the multiple
orders of diffracted light, i.e., a Brillouin band structure of parametrically
driven polaritons can be directly visualized. We analyze the above scheme for
polaritons in (GaAs) semiconductor microcavities driven by a surface acoustic
wave (SAW) and show that for realistic values of the SAW, $\nu_{\rm SAW} = 1$
GHz and $I_{\rm ac} \lesssim 100$ W/cm$^2$, the main acoustically-induced band
gap in the polariton spectrum can be as large as $\Delta^{\rm MC}_{\rm ac}
\simeq 0.6$ meV, and the Bragg replicas up to $n=3$ can be observed.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 18:45:31 GMT""}]","2009-11-11"
"cond-mat/0503584","Ivan Brovchenko V.","Ivan Brovchenko, Alfons Geiger and Alla Oleinikova","Liquid-liquid phase transitions in supercooled water studied by computer
  simulations of various water models","18 pages, 19 figures",,"10.1063/1.1992481",,"cond-mat.stat-mech cond-mat.soft",,"  Liquid-liquid and liquid-vapor coexistence regions of various water models
were determined by MC simulations of isotherms of density fluctuation
restricted systems and by Gibbs ensemble MC simulations. All studied water
models show multiple liquid-liquid phase transitions in the supercooled region:
we observe two transitions of the TIP4P, TIP5P and SPCE model and three
transitions of the ST2 model. The location of these phase transitions with
respect to the liquid-vapor coexistence curve and the glass temperature is
highly sensitive to the water model and its implementation. We suggest, that
the apparent thermodynamic singularity of real liquid water in the supercooled
region at about 228 K is caused by an approach to the spinodal of the first
(lowest density) liquid-liquid phase transition. The well known density maximum
of liquid water at 277 K is related to the second liquid-liquid phase
transition, which is located at positive pressures with a critical point close
to the maximum. A possible order parameter and the universality class of
liquid-liquid phase transitions in one-component fluids is discussed.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:06:19 GMT""},{""version"":""v2"",""created"":""Wed, 11 May 2005 15:27:27 GMT""}]","2009-11-11"
"cond-mat/0503585","Sam Morgan","S. A. Morgan","Quantitative test of thermal field theory for Bose-Einstein condensates
  II","23 pages, 11 figures, revtex 4. Submitted to PRA. Sequel to: S. A.
  Morgan et al, PRL, 91, 250403 (2003)",,"10.1103/PhysRevA.72.043609",,"cond-mat.other",,"  We have recently derived a gapless theory of the linear response of a
Bose-condensed gas to external perturbations at finite temperature and used it
to explain quantitatively the measurements of condensate excitations and decay
rates made at JILA [D. S. Jin et.al., Phys. Rev. Lett. 78, 764 (1997)]. The
theory describes the dynamic coupling between the condensate and non-condensate
via a full quasiparticle description of the time-dependent normal and anomalous
averages and includes all Beliaev and Landau processes. In this paper we
provide a full discussion of the numerical calculations and a detailed analysis
of the theoretical results in the context of the JILA experiment. We provide
unambiguous proof that the dipole modes are obtained accurately within our
calculations and present quantitative results for the relative phase of the
oscillations of the condensed and uncondensed atom clouds. One of the main
difficulties in the implementation of the theory is obtaining results which are
not sensitive to basis cutoff effects and we have therefore developed a novel
asymmetric summation method which solves this problem and dramatically improves
the numerical convergence. This new technique should make the implementation of
the theory and its possible future extensions feasible for a wide range of
condensate populations and trap geometries.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:22:20 GMT""}]","2015-06-25"
"cond-mat/0503586","Gastao Krein","M.I.M. Copetti, G. Krein, J.M. Machado and R.S. Marques de Carvalho","Studying nonlinear effects on the early stage of phase ordering using a
  decomposition method","11 pages, 1 figure, to appear in Phys Lett A","Phys.Lett. A338 (2005) 232-238","10.1016/j.physleta.2005.02.032",,"cond-mat.stat-mech hep-ph physics.comp-ph",,"  Nonlinear effects on the early stage of phase ordering are studied using
Adomian's decomposition method for the Ginzburg-Landau equation for a
nonconserved order parameter. While the long-time regime and the linear
behavior at short times of the theory are well understood, the onset of
nonlinearities at short times and the breaking of the linear theory at
different length scales are less understood. In the Adomian's decomposition
method, the solution is systematically calculated in the form of a polynomial
expansion for the order parameter, with a time dependence given as a series
expansion. The method is very accurate for short times, which allows to
incorporate the short-time dynamics of the nonlinear terms in a analytical and
controllable way.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 20:29:44 GMT""}]","2009-11-11"
"cond-mat/0503587","Simon F\""olling","Simon Foelling, Fabrice Gerbier, Artur Widera, Olaf Mandel, Tatjana
  Gericke and Immanuel Bloch","Spatial quantum noise interferometry in expanding ultracold atom clouds",,"Nature 434, 481-484 (2005)","10.1038/nature03500",,"cond-mat.other",,"  In a pioneering experiment, Hanbury Brown and Twiss (HBT) demonstrated that
noise correlations could be used to probe the properties of a (bosonic)
particle source through quantum statistics; the effect relies on quantum
interference between possible detection paths for two indistinguishable
particles. HBT correlations -- together with their fermionic counterparts --
find numerous applications, ranging from quantum optics to nuclear and
elementary particle physics. Spatial HBT interferometry has been suggested as a
means to probe hidden order in strongly correlated phases of ultracold atoms.
Here we report such a measurement on the Mott insulator phase of a rubidium
Bose gas as it is released from an optical lattice trap. We show that strong
periodic quantum correlations exist between density fluctuations in the
expanding atom cloud. These spatial correlations reflect the underlying
ordering in the lattice, and find a natural interpretation in terms of a
multiple-wave HBT interference effect. The method should provide a useful tool
for identifying complex quantum phases of ultracold bosonic and fermionic
atoms.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 19:25:51 GMT""}]","2007-05-23"
"cond-mat/0503588","F. D. M. Haldane","F. D. M. Haldane and S. Raghu","Possible Realization of Directional Optical Waveguides in Photonic
  Crystals with Broken Time-Reversal Symmetry","4 pages, 1 figure","Phys.Rev.Lett. 100, 013904 (2008)","10.1103/PhysRevLett.100.013904",,"cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show how in principle to construct analogs of quantum Hall edge states in
""photonic crystals"" made with non-reciprocal (Faraday-effect) media. These form
""one-way waveguides"" that allow electromagnetic energy to flow in one direction
only.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 23:22:19 GMT""},{""version"":""v2"",""created"":""Thu, 23 Oct 2008 07:35:53 GMT""}]","2009-11-11"
"cond-mat/0503589","Antonio T. Costa Jr","A. T. Costa Jr., D. F. Kirwan and M. S. Ferreira","Indirect exchange coupling between magnetic adatoms in carbon nanotubes",,,"10.1103/PhysRevB.72.085402",,"cond-mat.other",,"  The long range character of the exchange coupling between localized magnetic
moments indirectly mediated by the conduction electrons of metallic hosts can
play a significant role in determining the magnetic order of low-dimensional
structures. Here we consider how this indirect coupling influences the magnetic
alignment of adatoms attached to the walls of carbon nanotubes. A general
expression for the indirect coupling in terms of single-particle Green
functions is presented. Contrary to the general property that magnetic moments
embedded in a metal display Friedel-like oscillations in their magnetic
response, calculated values for the coupling across metallic zigzag nanotubes
show monotonic behaviour as a function of the adatom separation. Rather than an
intrinsic property, the monotonicity is shown to reflect a commensurability
effect in which the coupling oscillates with periods that coincide with the
lattice parameter of the nanotube host. Such a commensurability effect does not
dominate the coupling across semiconducting zigzag or metallic armchair
nanotubes. We argue that such a long-range character in the magnetic
interaction can be used in future spintronic devices.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 21:51:01 GMT""}]","2009-11-11"
"cond-mat/0503590","Todd Meyrath","T.P. Meyrath, F. Schreck, J.L. Hanssen, C.-S. Chuu, M.G. Raizen","Bose Einstein Condensate in a Box","4 pages, 5 figures","Phys. Rev. A, 71, 041604(R) April 2005.","10.1103/PhysRevA.71.041604",,"cond-mat.other",,"  Bose-Einstein condensates have been produced in an optical box trap. This
novel optical trap type has strong confinement in two directions comparable to
that which is possible in an optical lattice, yet produces individual
condensates rather than the thousands typical of a lattice. The box trap is
integrated with single atom detection capability, paving the way for studies of
quantum atom statistics.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 22:15:58 GMT""}]","2009-11-11"
"cond-mat/0503591","Jian Chang  Li","JianChang Li, Silas C. Blackstock, and Greg J. Szulczewski","Electrical switching and memory phenomena observed in redox-gradient
  dendrimer sandwich devices","13 pages, 5 figures, 1 table, unpublished manuscript","thin solid films 517 (2009) 3385-3388","10.1016/j.tsf.2008.12.021",,"cond-mat.mtrl-sci",,"  We report on the fabrication of dendrimer sandwich devices with electrical
switching and memory properties. The storage media is consisted of a
redox-gradient dendrimer layer sandwiched in organic barrier thin films. The
dendrimer layer acts as potential well where redox-state changes and consequent
electrical transitions of the embedded dendrimer molecules are expected to be
effectively triggered and retained, respectively. Experimental results
indicated that electrical switching could be reproducibly obtained in such
dendrimer sandwiches upon a threshold bias voltage. After switching, the device
conductivity could be increased more than three orders of magnitude, which can
keep stable for several days in ambient conditions. Our work demonstrates the
possibility of using solid-state redox-gradient dendrimer films as hopeful
information storage media.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 03:47:25 GMT""}]","2009-04-28"
"cond-mat/0503592","Shun-Qing Shen","Yun-Juan Bao, Huai-Bing Zhuang, Shun-Qing Shen, and Fu-Chun Zhang","Edge Spin Current and Spin Polarization in Quantum Hall Regime","4 pages, 4 figures","Phys. Rev. B 72, 245323 (2005)","10.1103/PhysRevB.72.245323",,"cond-mat.mes-hall",,"  We study the edge spin current and spin polarization in a two-dimensional
electron gas with spin-orbit coupling in the presence of a perpendicular
magnetic field. The edge effect removes the degeneracy of Landau levels due to
the competition between the Rashba coupling and the Zeeman splitting, which
exists in the bulk. Large spin edge current and non-linear response to an
electric field are found when the two levels are degenerated in the bulk. It is
found that he spin current is proportional to spin polarization along the
y-direction in an finite magnetic field, which provides a way to extract the
spin current in the system.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 05:42:38 GMT""},{""version"":""v2"",""created"":""Fri, 6 May 2005 05:48:21 GMT""}]","2007-05-23"
"cond-mat/0503593","David Gfeller","David Gfeller, Jean-C\'edric Chappelier, Paolo De Los Rios","Finding instabilities in the community structure of complex networks","4 pages, 5 figures",,"10.1103/PhysRevE.72.056135",,"cond-mat.dis-nn cond-mat.stat-mech",,"  The problem of finding clusters in complex networks has been extensively
studied by mathematicians, computer scientists and, more recently, by
physicists. Many of the existing algorithms partition a network into clear
clusters, without overlap. We here introduce a method to identify the nodes
lying ``between clusters'' and that allows for a general measure of the
stability of the clusters. This is done by adding noise over the weights of the
edges of the network. Our method can in principle be applied with any
clustering algorithm, provided that it works on weighted networks. We present
several applications on real-world networks using the Markov Clustering
Algorithm (MCL).
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 10:20:55 GMT""}]","2009-11-11"
"cond-mat/0503594","Sun Zhouzhou","Z. Z. Sun, and X. R. Wang","Fast magnetization switching of Stoner particles: A nonlinear dynamics
  picture","10 pages, 9 figures. submitted to PRB","Phys. Rev. B 71, 174430 (2005)","10.1103/PhysRevB.71.174430",,"cond-mat.mtrl-sci",,"  The magnetization reversal of Stoner particles is investigated from the point
of view of nonlinear dynamics within the Landau-Lifshitz-Gilbert formulation.
The following results are obtained. 1) We clarify that the so-called
Stoner-Wohlfarth (SW) limit becomes exact when damping constant is infinitely
large. Under the limit, the magnetization moves along the steepest energy
descent path. The minimal switching field is the one at which there is only one
stable fixed point in the system. 2) For a given magnetic anisotropy, there is
a critical value for the damping constant, above which the minimal switching
field is the same as that of the SW-limit. 3) We illustrate how fixed points
and their basins change under a field along different directions. This change
explains well why a non-parallel field gives a smaller minimal switching field
and a short switching time. 4) The field of a ballistic magnetization reversal
should be along certain direction window in the presence of energy dissipation.
The width of the window depends on both of the damping constant and the
magnetic anisotropy. The upper and lower bounds of the direction window
increase with the damping constant. The window width oscillates with the
damping constant for a given magnetic anisotropy. It is zero for both zero and
infinite damping. Thus, the perpendicular field configuration widely employed
in the current experiments is not the best one since the damping constant in a
real system is far from zero.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 11:09:33 GMT""}]","2009-11-11"
"cond-mat/0503595","Wolfgang Limmer","W. Limmer, A. Koeder, S. Frank, V. Avrutin, W. Schoch, R. Sauer, K.
  Zuern, J. Eisenmenger, P. Ziemann, E. Peiner, A. Waag","Effect of annealing on the depth profile of hole concentration in
  (Ga,Mn)As","8 pages, 8 figures, to appear in Phys. Rev. B",,"10.1103/PhysRevB.71.205213",,"cond-mat.mtrl-sci",,"  The effect of annealing at 250 C on the carrier depth profile, Mn
distribution, electrical conductivity, and Curie temperature of (Ga,Mn)As
layers with thicknesses > 200 nm, grown by molecular-beam epitaxy at low
temperatures, is studied by a variety of analytical methods. The vertical
gradient in hole concentration, revealed by electrochemical capacitance-voltage
profiling, is shown to play a key role in the understanding of conductivity and
magnetization data. The gradient, basically already present in as-grown
samples, is strongly influenced by post-growth annealing. From secondary ion
mass spectroscopy it can be concluded that, at least in thick layers, the
change in carrier depth profile and thus in conductivity is not primarily due
to out-diffusion of Mn interstitials during annealing. Two alternative possible
models are discussed.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 13:10:52 GMT""}]","2009-11-11"
"cond-mat/0503596","Davide Marenduzzo","D. Marenduzzo, C. Micheletti, H.Seyed-allaei, A. Trovato and A.
  Maritan","Continuum model for polymers with finite thickness","8 pages, 4 figures. Accepted for publication in J. Phys. A",,"10.1088/0305-4470/38/17/L01",,"cond-mat.stat-mech cond-mat.soft",,"  We consider the continuum limit of a recently-introduced model for
discretized thick polymers, or tubes. We address both analytically and
numerically how the polymer thickness influences the decay of tangent-tangent
correlations and find how the persistence length scales with the thickness and
the torsional rigidity of the tube centerline. At variance with the worm-like
chain model, the phase diagram that we obtain for a continuous tube is richer;
in particular, for a given polymer thickness there exists a threshold value for
the centerline torsional rigidity separating a simple exponential decay of the
tangent-tangent correlation from an oscillatory one.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 11:58:39 GMT""}]","2016-08-31"
"cond-mat/0503597","Ingo Loa","X. Wang, I. Loa, K. Syassen, R. K. Kremer, A. Simon, M. Hanfland, K.
  Ahn","Structural properties of the sesquicarbide superconductor La2C3 at high
  pressure","5 pages, 6 figures",,"10.1103/PhysRevB.72.064520",,"cond-mat.supr-con",,"  The effect of pressure on the structural properties of lanthanum
sesquicarbide La2C3 (T_c = 13 K) has been investigated at room temperature by
angle-dispersive powder x-ray diffraction in a diamond anvil cell. The compound
remains in the cubic Pu2C3-type structure at pressures up to at least 30 GPa.
The corresponding equation of state parameters are reported and discussed in
terms of phase stability of La2C3. Pressure-volume data of the impurity phase
LaC2 are reported also for pressures up to 13 GPa.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 12:44:47 GMT""}]","2009-11-11"
"cond-mat/0503598","Tomer Kalisky","Tomer Kalisky, Sameet Sreenivasan, Lidia A. Braunstein, Sergey V.
  Buldyrev, Shlomo Havlin, H. Eugene Stanley","Scale-Free Networks Emerging from Weighted Random Graphs",,,"10.1103/PhysRevE.73.025103",,"cond-mat.dis-nn",,"  We study Erd\""{o}s-R\'enyi random graphs with random weights associated with
each link. We generate a new ``Supernode network'' by merging all nodes
connected by links having weights below the percolation threshold (percolation
clusters) into a single node. We show that this network is scale-free, i.e.,
the degree distribution is $P(k)\sim k^{-\lambda}$ with $\lambda=2.5$. Our
results imply that the minimum spanning tree (MST) in random graphs is composed
of percolation clusters, which are interconnected by a set of links that create
a scale-free tree with $\lambda=2.5$. We show that optimization causes the
percolation threshold to emerge spontaneously, thus creating naturally a
scale-free ``supernode network''. We discuss the possibility that this
phenomenon is related to the evolution of several real world scale-free
networks.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 12:51:17 GMT""}]","2015-06-25"
"cond-mat/0503600","Arianna Montorsi","Alberto Anfossi, Cristian Degli Esposti Boschi, Arianna Montorsi,
  Fabio Ortolani","Single-site entanglement at superconductor-insulator transition in the
  Hirsch model","5 pages, 6 figures","Phys. Rev B 73, 085113 (2006)","10.1103/PhysRevB.73.085113",,"cond-mat.str-el cond-mat.stat-mech quant-ph",,"  We investigate the transition to the insulating state in the one-dimensional
Hubbard model with bond-charge interaction x (Hirsch model), at half-filling
and T=0. By means of the density-matrix renormalization group algorithm the
charge gap closure is examined by both standard finite size scaling analysis
and looking at singularities in the derivatives of single-site entanglement.
The results of the two techniques show that a quantum phase transition takes
place at a finite Coulomb interaction u_c(x) for x>0.5. The region 0<u<u_c
turns out to have a superconducting nature, at least for not too large x>x_c.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 15:43:01 GMT""},{""version"":""v2"",""created"":""Wed, 7 Sep 2005 13:08:07 GMT""},{""version"":""v3"",""created"":""Mon, 19 Mar 2007 14:33:29 GMT""}]","2007-05-23"
"cond-mat/0503601","Kalai Kumar Rajagopal","K. K. Rajagopal","Yukawa bosons in two-dimensional Harmonic confinement","12pages, 3 figures","PRB 76, pg.054519 (2007)",,,"cond-mat.other",,"  The ground state property of Yukawa Bose fluid confined in a radial harmonic
trap is studied. The calculation was carried out using the density functional
theory formalism within the Kohn-Sham scheme. The excess-correlation energy for
this inhomogeneous fluid is approximated via the local density approximation. A
comparison is also made with the Gross-Piteavskii model. We found that the
system of bosons interacting in terms of Yukawa potential in a harmonic trap is
energetically favorable compared to the ones interacting via contact delta
potential.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 15:52:51 GMT""},{""version"":""v2"",""created"":""Thu, 6 Sep 2007 02:13:51 GMT""}]","2007-09-06"
